ROR   ---Q---- CZ
dd 30 00000001 00
de 30 00000001 00
df 30 00000001 00
e0 30 00000001 00
e1 30 00000001 00
e2 30 00000001 00
e3 30 00000001 00
e4 30 00000002 00
e5 30 00000002 00
e6 30 00000002 00
e7 30 00000002 00
e8 30 00000003 00
e9 30 00000003 00
ea 30 00000003 00
eb 30 00000003 00
ec 30 80000000 00
ed 30 80000000 00
ee 30 80000000 00
ef 30 80000000 00
f0 30 80000001 10
f1 30 80000001 10
f2 30 80000001 10
f3 30 80000001 10
f4 30 80000002 10
f5 30 80000002 10
f6 30 80000002 10
f7 30 80000002 10
f8 30 ffffffff 10
f9 30 ffffffff 10
fa 30 ffffffff 10
fb 30 ffffffff 10
fc 30 00000000 01
fd 30 00000000 01
fe 30 00000000 01
ff 30 00000000 01
CMPSX ---Q---- CZ
00 31 00000000 00
01 31 00000000 01
02 31 ffffffff 10
03 31 ffffffff 10
04 31 00000001 00
05 31 00000001 00
06 31 00000000 00
07 31 00000000 01
08 31 00000002 00
09 31 00000002 00
0a 31 00000001 00
0b 31 00000001 00
0c 31 7fffffff 00
0d 31 7fffffff 00
0e 31 7ffffffe 00
0f 31 7ffffffe 00
10 31 80000000 10
11 31 80000000 10
12 31 7fffffff 10
13 31 7fffffff 10
14 31 80000001 10
15 31 80000001 10
16 31 80000000 10
17 31 80000000 10
18 31 fffffffe 10
19 31 fffffffe 10
1a 31 fffffffd 10
1b 31 fffffffd 10
1c 31 ffffffff 10
1d 31 ffffffff 10
1e 31 fffffffe 10
1f 31 fffffffe 10
20 31 ffffffff 10
21 31 ffffffff 10
22 31 fffffffe 10
23 31 fffffffe 10
24 31 00000000 00
25 31 00000000 01
26 31 ffffffff 10
27 31 ffffffff 10
28 31 00000001 00
29 31 00000001 00
2a 31 00000000 00
2b 31 00000000 01
2c 31 7ffffffe 00
2d 31 7ffffffe 00
2e 31 7ffffffd 00
2f 31 7ffffffd 00
30 31 7fffffff 10
31 31 7fffffff 10
32 31 7ffffffe 10
33 31 7ffffffe 10
34 31 80000000 10
35 31 80000000 10
36 31 7fffffff 10
37 31 7fffffff 10
38 31 fffffffd 10
39 31 fffffffd 10
3a 31 fffffffc 10
3b 31 fffffffc 10
3c 31 fffffffe 10
3d 31 fffffffe 10
3e 31 fffffffd 10
3f 31 fffffffd 10
40 31 fffffffe 10
41 31 fffffffe 10
42 31 fffffffd 10
43 31 fffffffd 10
44 31 ffffffff 10
45 31 ffffffff 10
46 31 fffffffe 10
47 31 fffffffe 10
48 31 00000000 00
49 31 00000000 01
4a 31 ffffffff 10
4b 31 ffffffff 10
4c 31 7ffffffd 00
4d 31 7ffffffd 00
4e 31 7ffffffc 00
4f 31 7ffffffc 00
50 31 7ffffffe 10
51 31 7ffffffe 10
52 31 7ffffffd 10
53 31 7ffffffd 10
54 31 7fffffff 10
55 31 7fffffff 10
56 31 7ffffffe 10
57 31 7ffffffe 10
58 31 fffffffc 10
59 31 fffffffc 10
5a 31 fffffffb 10
5b 31 fffffffb 10
5c 31 fffffffd 10
5d 31 fffffffd 10
5e 31 fffffffc 10
5f 31 fffffffc 10
60 31 80000001 10
61 31 80000001 10
62 31 80000000 10
63 31 80000000 10
64 31 80000002 10
65 31 80000002 10
66 31 80000001 10
67 31 80000001 10
68 31 80000003 10
69 31 80000003 10
6a 31 80000002 10
6b 31 80000002 10
6c 31 00000000 00
6d 31 00000000 01
6e 31 ffffffff 10
6f 31 ffffffff 10
70 31 00000001 10
71 31 00000001 10
72 31 00000000 10
73 31 00000000 11
74 31 00000002 10
75 31 00000002 10
76 31 00000001 10
77 31 00000001 10
78 31 7fffffff 10
79 31 7fffffff 10
7a 31 7ffffffe 10
7b 31 7ffffffe 10
7c 31 80000000 10
7d 31 80000000 10
7e 31 7fffffff 10
7f 31 7fffffff 10
80 31 80000000 00
81 31 80000000 00
82 31 7fffffff 00
83 31 7fffffff 00
84 31 80000001 00
85 31 80000001 00
86 31 80000000 00
87 31 80000000 00
88 31 80000002 00
89 31 80000002 00
8a 31 80000001 00
8b 31 80000001 00
8c 31 ffffffff 00
8d 31 ffffffff 00
8e 31 fffffffe 00
8f 31 fffffffe 00
90 31 00000000 00
91 31 00000000 01
92 31 ffffffff 10
93 31 ffffffff 10
94 31 00000001 00
95 31 00000001 00
96 31 00000000 00
97 31 00000000 01
98 31 7ffffffe 00
99 31 7ffffffe 00
9a 31 7ffffffd 00
9b 31 7ffffffd 00
9c 31 7fffffff 00
9d 31 7fffffff 00
9e 31 7ffffffe 00
9f 31 7ffffffe 00
a0 31 7fffffff 00
a1 31 7fffffff 00
a2 31 7ffffffe 00
a3 31 7ffffffe 00
a4 31 80000000 00
a5 31 80000000 00
a6 31 7fffffff 00
a7 31 7fffffff 00
a8 31 80000001 00
a9 31 80000001 00
aa 31 80000000 00
ab 31 80000000 00
ac 31 fffffffe 00
ad 31 fffffffe 00
ae 31 fffffffd 00
af 31 fffffffd 00
b0 31 ffffffff 10
b1 31 ffffffff 10
b2 31 fffffffe 10
b3 31 fffffffe 10
b4 31 00000000 00
b5 31 00000000 01
b6 31 ffffffff 10
b7 31 ffffffff 10
b8 31 7ffffffd 00
b9 31 7ffffffd 00
ba 31 7ffffffc 00
bb 31 7ffffffc 00
bc 31 7ffffffe 00
bd 31 7ffffffe 00
be 31 7ffffffd 00
bf 31 7ffffffd 00
c0 31 00000002 00
c1 31 00000002 00
c2 31 00000001 00
c3 31 00000001 00
c4 31 00000003 00
c5 31 00000003 00
c6 31 00000002 00
c7 31 00000002 00
c8 31 00000004 00
c9 31 00000004 00
ca 31 00000003 00
cb 31 00000003 00
cc 31 80000001 00
cd 31 80000001 00
ce 31 80000000 00
cf 31 80000000 00
d0 31 80000002 10
d1 31 80000002 10
d2 31 80000001 10
d3 31 80000001 10
d4 31 80000003 10
d5 31 80000003 10
d6 31 80000002 10
d7 31 80000002 10
d8 31 00000000 00
d9 31 00000000 01
da 31 ffffffff 10
db 31 ffffffff 10
dc 31 00000001 00
dd 31 00000001 00
de 31 00000000 00
df 31 00000000 01
e0 31 00000001 00
e1 31 00000001 00
e2 31 00000000 00
e3 31 00000000 01
e4 31 00000002 00
e5 31 00000002 00
e6 31 00000001 00
e7 31 00000001 00
e8 31 00000003 00
e9 31 00000003 00
ea 31 00000002 00
eb 31 00000002 00
ec 31 80000000 00
ed 31 80000000 00
ee 31 7fffffff 00
ef 31 7fffffff 00
f0 31 80000001 10
f1 31 80000001 10
f2 31 80000000 10
f3 31 80000000 10
f4 31 80000002 10
f5 31 80000002 10
f6 31 80000001 10
f7 31 80000001 10
f8 31 ffffffff 10
f9 31 ffffffff 10
fa 31 fffffffe 10
fb 31 fffffffe 10
fc 31 00000000 00
fd 31 00000000 01
fe 31 ffffffff 10
ff 31 ffffffff 10
ADDX  ---Q---- CZ
00 32 00000000 00
01 32 00000000 01
02 32 00000001 00
03 32 00000001 00
04 32 00000001 00
05 32 00000001 00
06 32 00000002 00
07 32 00000002 00
08 32 00000002 00
09 32 00000002 00
0a 32 00000003 00
0b 32 00000003 00
0c 32 7fffffff 00
0d 32 7fffffff 00
0e 32 80000000 00
0f 32 80000000 00
10 32 80000000 00
11 32 80000000 00
12 32 80000001 00
13 32 80000001 00
14 32 80000001 00
15 32 80000001 00
16 32 80000002 00
17 32 80000002 00
18 32 fffffffe 00
19 32 fffffffe 00
1a 32 ffffffff 00
1b 32 ffffffff 00
1c 32 ffffffff 00
1d 32 ffffffff 00
1e 32 00000000 10
1f 32 00000000 11
20 32 00000001 00
21 32 00000001 00
22 32 00000002 00
23 32 00000002 00
24 32 00000002 00
25 32 00000002 00
26 32 00000003 00
27 32 00000003 00
28 32 00000003 00
29 32 00000003 00
2a 32 00000004 00
2b 32 00000004 00
2c 32 80000000 00
2d 32 80000000 00
2e 32 80000001 00
2f 32 80000001 00
30 32 80000001 00
31 32 80000001 00
32 32 80000002 00
33 32 80000002 00
34 32 80000002 00
35 32 80000002 00
36 32 80000003 00
37 32 80000003 00
38 32 ffffffff 00
39 32 ffffffff 00
3a 32 00000000 10
3b 32 00000000 11
3c 32 00000000 10
3d 32 00000000 11
3e 32 00000001 10
3f 32 00000001 10
40 32 00000002 00
41 32 00000002 00
42 32 00000003 00
43 32 00000003 00
44 32 00000003 00
45 32 00000003 00
46 32 00000004 00
47 32 00000004 00
48 32 00000004 00
49 32 00000004 00
4a 32 00000005 00
4b 32 00000005 00
4c 32 80000001 00
4d 32 80000001 00
4e 32 80000002 00
4f 32 80000002 00
50 32 80000002 00
51 32 80000002 00
52 32 80000003 00
53 32 80000003 00
54 32 80000003 00
55 32 80000003 00
56 32 80000004 00
57 32 80000004 00
58 32 00000000 10
59 32 00000000 11
5a 32 00000001 10
5b 32 00000001 10
5c 32 00000001 10
5d 32 00000001 10
5e 32 00000002 10
5f 32 00000002 10
60 32 7fffffff 00
61 32 7fffffff 00
62 32 80000000 00
63 32 80000000 00
64 32 80000000 00
65 32 80000000 00
66 32 80000001 00
67 32 80000001 00
68 32 80000001 00
69 32 80000001 00
6a 32 80000002 00
6b 32 80000002 00
6c 32 fffffffe 00
6d 32 fffffffe 00
6e 32 ffffffff 00
6f 32 ffffffff 00
70 32 ffffffff 00
71 32 ffffffff 00
72 32 00000000 10
73 32 00000000 11
74 32 00000000 10
75 32 00000000 11
76 32 00000001 10
77 32 00000001 10
78 32 7ffffffd 10
79 32 7ffffffd 10
7a 32 7ffffffe 10
7b 32 7ffffffe 10
7c 32 7ffffffe 10
7d 32 7ffffffe 10
7e 32 7fffffff 10
7f 32 7fffffff 10
80 32 80000000 00
81 32 80000000 00
82 32 80000001 00
83 32 80000001 00
84 32 80000001 00
85 32 80000001 00
86 32 80000002 00
87 32 80000002 00
88 32 80000002 00
89 32 80000002 00
8a 32 80000003 00
8b 32 80000003 00
8c 32 ffffffff 00
8d 32 ffffffff 00
8e 32 00000000 10
8f 32 00000000 11
90 32 00000000 10
91 32 00000000 11
92 32 00000001 10
93 32 00000001 10
94 32 00000001 10
95 32 00000001 10
96 32 00000002 10
97 32 00000002 10
98 32 7ffffffe 10
99 32 7ffffffe 10
9a 32 7fffffff 10
9b 32 7fffffff 10
9c 32 7fffffff 10
9d 32 7fffffff 10
9e 32 80000000 10
9f 32 80000000 10
a0 32 80000001 00
a1 32 80000001 00
a2 32 80000002 00
a3 32 80000002 00
a4 32 80000002 00
a5 32 80000002 00
a6 32 80000003 00
a7 32 80000003 00
a8 32 80000003 00
a9 32 80000003 00
aa 32 80000004 00
ab 32 80000004 00
ac 32 00000000 10
ad 32 00000000 11
ae 32 00000001 10
af 32 00000001 10
b0 32 00000001 10
b1 32 00000001 10
b2 32 00000002 10
b3 32 00000002 10
b4 32 00000002 10
b5 32 00000002 10
b6 32 00000003 10
b7 32 00000003 10
b8 32 7fffffff 10
b9 32 7fffffff 10
ba 32 80000000 10
bb 32 80000000 10
bc 32 80000000 10
bd 32 80000000 10
be 32 80000001 10
bf 32 80000001 10
c0 32 fffffffe 00
c1 32 fffffffe 00
c2 32 ffffffff 00
c3 32 ffffffff 00
c4 32 ffffffff 00
c5 32 ffffffff 00
c6 32 00000000 10
c7 32 00000000 11
c8 32 00000000 10
c9 32 00000000 11
ca 32 00000001 10
cb 32 00000001 10
cc 32 7ffffffd 10
cd 32 7ffffffd 10
ce 32 7ffffffe 10
cf 32 7ffffffe 10
d0 32 7ffffffe 10
d1 32 7ffffffe 10
d2 32 7fffffff 10
d3 32 7fffffff 10
d4 32 7fffffff 10
d5 32 7fffffff 10
d6 32 80000000 10
d7 32 80000000 10
d8 32 fffffffc 10
d9 32 fffffffc 10
da 32 fffffffd 10
db 32 fffffffd 10
dc 32 fffffffd 10
dd 32 fffffffd 10
de 32 fffffffe 10
df 32 fffffffe 10
e0 32 ffffffff 00
e1 32 ffffffff 00
e2 32 00000000 10
e3 32 00000000 11
e4 32 00000000 10
e5 32 00000000 11
e6 32 00000001 10
e7 32 00000001 10
e8 32 00000001 10
e9 32 00000001 10
ea 32 00000002 10
eb 32 00000002 10
ec 32 7ffffffe 10
ed 32 7ffffffe 10
ee 32 7fffffff 10
ef 32 7fffffff 10
f0 32 7fffffff 10
f1 32 7fffffff 10
f2 32 80000000 10
f3 32 80000000 10
f4 32 80000000 10
f5 32 80000000 10
f6 32 80000001 10
f7 32 80000001 10
f8 32 fffffffd 10
f9 32 fffffffd 10
fa 32 fffffffe 10
fb 32 fffffffe 10
fc 32 fffffffe 10
fd 32 fffffffe 10
fe 32 ffffffff 10
ff 32 ffffffff 10
SUBX  ---Q---- CZ
00 33 00000000 00
01 33 00000000 01
02 33 ffffffff 10
03 33 ffffffff 10
04 33 00000001 00
05 33 00000001 00
06 33 00000000 00
07 33 00000000 01
08 33 00000002 00
09 33 00000002 00
0a 33 00000001 00
0b 33 00000001 00
0c 33 7fffffff 00
0d 33 7fffffff 00
0e 33 7ffffffe 00
0f 33 7ffffffe 00
10 33 80000000 00
11 33 80000000 00
12 33 7fffffff 00
13 33 7fffffff 00
14 33 80000001 00
15 33 80000001 00
16 33 80000000 00
17 33 80000000 00
18 33 fffffffe 00
19 33 fffffffe 00
1a 33 fffffffd 00
1b 33 fffffffd 00
1c 33 ffffffff 00
1d 33 ffffffff 00
1e 33 fffffffe 00
1f 33 fffffffe 00
20 33 ffffffff 10
21 33 ffffffff 10
22 33 fffffffe 10
23 33 fffffffe 10
24 33 00000000 00
25 33 00000000 01
26 33 ffffffff 10
27 33 ffffffff 10
28 33 00000001 00
29 33 00000001 00
2a 33 00000000 00
2b 33 00000000 01
2c 33 7ffffffe 00
2d 33 7ffffffe 00
2e 33 7ffffffd 00
2f 33 7ffffffd 00
30 33 7fffffff 00
31 33 7fffffff 00
32 33 7ffffffe 00
33 33 7ffffffe 00
34 33 80000000 00
35 33 80000000 00
36 33 7fffffff 00
37 33 7fffffff 00
38 33 fffffffd 00
39 33 fffffffd 00
3a 33 fffffffc 00
3b 33 fffffffc 00
3c 33 fffffffe 00
3d 33 fffffffe 00
3e 33 fffffffd 00
3f 33 fffffffd 00
40 33 fffffffe 10
41 33 fffffffe 10
42 33 fffffffd 10
43 33 fffffffd 10
44 33 ffffffff 10
45 33 ffffffff 10
46 33 fffffffe 10
47 33 fffffffe 10
48 33 00000000 00
49 33 00000000 01
4a 33 ffffffff 10
4b 33 ffffffff 10
4c 33 7ffffffd 00
4d 33 7ffffffd 00
4e 33 7ffffffc 00
4f 33 7ffffffc 00
50 33 7ffffffe 00
51 33 7ffffffe 00
52 33 7ffffffd 00
53 33 7ffffffd 00
54 33 7fffffff 00
55 33 7fffffff 00
56 33 7ffffffe 00
57 33 7ffffffe 00
58 33 fffffffc 00
59 33 fffffffc 00
5a 33 fffffffb 00
5b 33 fffffffb 00
5c 33 fffffffd 00
5d 33 fffffffd 00
5e 33 fffffffc 00
5f 33 fffffffc 00
60 33 80000001 10
61 33 80000001 10
62 33 80000000 10
63 33 80000000 10
64 33 80000002 10
65 33 80000002 10
66 33 80000001 10
67 33 80000001 10
68 33 80000003 10
69 33 80000003 10
6a 33 80000002 10
6b 33 80000002 10
6c 33 00000000 00
6d 33 00000000 01
6e 33 ffffffff 10
6f 33 ffffffff 10
70 33 00000001 00
71 33 00000001 00
72 33 00000000 00
73 33 00000000 01
74 33 00000002 00
75 33 00000002 00
76 33 00000001 00
77 33 00000001 00
78 33 7fffffff 00
79 33 7fffffff 00
7a 33 7ffffffe 00
7b 33 7ffffffe 00
7c 33 80000000 00
7d 33 80000000 00
7e 33 7fffffff 00
7f 33 7fffffff 00
80 33 80000000 10
81 33 80000000 10
82 33 7fffffff 10
83 33 7fffffff 10
84 33 80000001 10
85 33 80000001 10
86 33 80000000 10
87 33 80000000 10
88 33 80000002 10
89 33 80000002 10
8a 33 80000001 10
8b 33 80000001 10
8c 33 ffffffff 10
8d 33 ffffffff 10
8e 33 fffffffe 10
8f 33 fffffffe 10
90 33 00000000 00
91 33 00000000 01
92 33 ffffffff 10
93 33 ffffffff 10
94 33 00000001 00
95 33 00000001 00
96 33 00000000 00
97 33 00000000 01
98 33 7ffffffe 00
99 33 7ffffffe 00
9a 33 7ffffffd 00
9b 33 7ffffffd 00
9c 33 7fffffff 00
9d 33 7fffffff 00
9e 33 7ffffffe 00
9f 33 7ffffffe 00
a0 33 7fffffff 10
a1 33 7fffffff 10
a2 33 7ffffffe 10
a3 33 7ffffffe 10
a4 33 80000000 10
a5 33 80000000 10
a6 33 7fffffff 10
a7 33 7fffffff 10
a8 33 80000001 10
a9 33 80000001 10
aa 33 80000000 10
ab 33 80000000 10
ac 33 fffffffe 10
ad 33 fffffffe 10
ae 33 fffffffd 10
af 33 fffffffd 10
b0 33 ffffffff 10
b1 33 ffffffff 10
b2 33 fffffffe 10
b3 33 fffffffe 10
b4 33 00000000 00
b5 33 00000000 01
b6 33 ffffffff 10
b7 33 ffffffff 10
b8 33 7ffffffd 00
b9 33 7ffffffd 00
ba 33 7ffffffc 00
bb 33 7ffffffc 00
bc 33 7ffffffe 00
bd 33 7ffffffe 00
be 33 7ffffffd 00
bf 33 7ffffffd 00
c0 33 00000002 10
c1 33 00000002 10
c2 33 00000001 10
c3 33 00000001 10
c4 33 00000003 10
c5 33 00000003 10
c6 33 00000002 10
c7 33 00000002 10
c8 33 00000004 10
c9 33 00000004 10
ca 33 00000003 10
cb 33 00000003 10
cc 33 80000001 10
cd 33 80000001 10
ce 33 80000000 10
cf 33 80000000 10
d0 33 80000002 10
d1 33 80000002 10
d2 33 80000001 10
d3 33 80000001 10
d4 33 80000003 10
d5 33 80000003 10
d6 33 80000002 10
d7 33 80000002 10
d8 33 00000000 00
d9 33 00000000 01
da 33 ffffffff 10
db 33 ffffffff 10
dc 33 00000001 00
dd 33 00000001 00
de 33 00000000 00
df 33 00000000 01
e0 33 00000001 10
e1 33 00000001 10
e2 33 00000000 10
e3 33 00000000 11
e4 33 00000002 10
e5 33 00000002 10
e6 33 00000001 10
e7 33 00000001 10
e8 33 00000003 10
e9 33 00000003 10
ea 33 00000002 10
eb 33 00000002 10
ec 33 80000000 10
ed 33 80000000 10
ee 33 7fffffff 10
ef 33 7fffffff 10
f0 33 80000001 10
f1 33 80000001 10
f2 33 80000000 10
f3 33 80000000 10
f4 33 80000002 10
f5 33 80000002 10
f6 33 80000001 10
f7 33 80000001 10
f8 33 ffffffff 10
f9 33 ffffffff 10
fa 33 fffffffe 10
fb 33 fffffffe 10
fc 33 00000000 00
fd 33 00000000 01
fe 33 ffffffff 10
ff 33 ffffffff 10
ADDS  ---Q---- CZ
00 34 00000000 01
01 34 00000000 01
02 34 00000000 01
03 34 00000000 01
04 34 00000001 00
05 34 00000001 00
06 34 00000001 00
07 34 00000001 00
08 34 00000002 00
09 34 00000002 00
0a 34 00000002 00
0b 34 00000002 00
0c 34 7fffffff 00
0d 34 7fffffff 00
0e 34 7fffffff 00
0f 34 7fffffff 00
10 34 80000000 00
11 34 80000000 00
12 34 80000000 00
13 34 80000000 00
14 34 80000001 00
15 34 80000001 00
16 34 80000001 00
17 34 80000001 00
18 34 fffffffe 00
19 34 fffffffe 00
1a 34 fffffffe 00
1b 34 fffffffe 00
1c 34 ffffffff 00
1d 34 ffffffff 00
1e 34 ffffffff 00
1f 34 ffffffff 00
20 34 00000001 00
21 34 00000001 00
22 34 00000001 00
23 34 00000001 00
24 34 00000002 00
25 34 00000002 00
26 34 00000002 00
27 34 00000002 00
28 34 00000003 00
29 34 00000003 00
2a 34 00000003 00
2b 34 00000003 00
2c 34 80000000 10
2d 34 80000000 10
2e 34 80000000 10
2f 34 80000000 10
30 34 80000001 00
31 34 80000001 00
32 34 80000001 00
33 34 80000001 00
34 34 80000002 00
35 34 80000002 00
36 34 80000002 00
37 34 80000002 00
38 34 ffffffff 00
39 34 ffffffff 00
3a 34 ffffffff 00
3b 34 ffffffff 00
3c 34 00000000 01
3d 34 00000000 01
3e 34 00000000 01
3f 34 00000000 01
40 34 00000002 00
41 34 00000002 00
42 34 00000002 00
43 34 00000002 00
44 34 00000003 00
45 34 00000003 00
46 34 00000003 00
47 34 00000003 00
48 34 00000004 00
49 34 00000004 00
4a 34 00000004 00
4b 34 00000004 00
4c 34 80000001 10
4d 34 80000001 10
4e 34 80000001 10
4f 34 80000001 10
50 34 80000002 00
51 34 80000002 00
52 34 80000002 00
53 34 80000002 00
54 34 80000003 00
55 34 80000003 00
56 34 80000003 00
57 34 80000003 00
58 34 00000000 01
59 34 00000000 01
5a 34 00000000 01
5b 34 00000000 01
5c 34 00000001 00
5d 34 00000001 00
5e 34 00000001 00
5f 34 00000001 00
60 34 7fffffff 00
61 34 7fffffff 00
62 34 7fffffff 00
63 34 7fffffff 00
64 34 80000000 10
65 34 80000000 10
66 34 80000000 10
67 34 80000000 10
68 34 80000001 10
69 34 80000001 10
6a 34 80000001 10
6b 34 80000001 10
6c 34 fffffffe 10
6d 34 fffffffe 10
6e 34 fffffffe 10
6f 34 fffffffe 10
70 34 ffffffff 00
71 34 ffffffff 00
72 34 ffffffff 00
73 34 ffffffff 00
74 34 00000000 01
75 34 00000000 01
76 34 00000000 01
77 34 00000000 01
78 34 7ffffffd 00
79 34 7ffffffd 00
7a 34 7ffffffd 00
7b 34 7ffffffd 00
7c 34 7ffffffe 00
7d 34 7ffffffe 00
7e 34 7ffffffe 00
7f 34 7ffffffe 00
80 34 80000000 00
81 34 80000000 00
82 34 80000000 00
83 34 80000000 00
84 34 80000001 00
85 34 80000001 00
86 34 80000001 00
87 34 80000001 00
88 34 80000002 00
89 34 80000002 00
8a 34 80000002 00
8b 34 80000002 00
8c 34 ffffffff 00
8d 34 ffffffff 00
8e 34 ffffffff 00
8f 34 ffffffff 00
90 34 00000000 11
91 34 00000000 11
92 34 00000000 11
93 34 00000000 11
94 34 00000001 10
95 34 00000001 10
96 34 00000001 10
97 34 00000001 10
98 34 7ffffffe 10
99 34 7ffffffe 10
9a 34 7ffffffe 10
9b 34 7ffffffe 10
9c 34 7fffffff 10
9d 34 7fffffff 10
9e 34 7fffffff 10
9f 34 7fffffff 10
a0 34 80000001 00
a1 34 80000001 00
a2 34 80000001 00
a3 34 80000001 00
a4 34 80000002 00
a5 34 80000002 00
a6 34 80000002 00
a7 34 80000002 00
a8 34 80000003 00
a9 34 80000003 00
aa 34 80000003 00
ab 34 80000003 00
ac 34 00000000 01
ad 34 00000000 01
ae 34 00000000 01
af 34 00000000 01
b0 34 00000001 10
b1 34 00000001 10
b2 34 00000001 10
b3 34 00000001 10
b4 34 00000002 10
b5 34 00000002 10
b6 34 00000002 10
b7 34 00000002 10
b8 34 7fffffff 10
b9 34 7fffffff 10
ba 34 7fffffff 10
bb 34 7fffffff 10
bc 34 80000000 00
bd 34 80000000 00
be 34 80000000 00
bf 34 80000000 00
c0 34 fffffffe 00
c1 34 fffffffe 00
c2 34 fffffffe 00
c3 34 fffffffe 00
c4 34 ffffffff 00
c5 34 ffffffff 00
c6 34 ffffffff 00
c7 34 ffffffff 00
c8 34 00000000 01
c9 34 00000000 01
ca 34 00000000 01
cb 34 00000000 01
cc 34 7ffffffd 00
cd 34 7ffffffd 00
ce 34 7ffffffd 00
cf 34 7ffffffd 00
d0 34 7ffffffe 10
d1 34 7ffffffe 10
d2 34 7ffffffe 10
d3 34 7ffffffe 10
d4 34 7fffffff 10
d5 34 7fffffff 10
d6 34 7fffffff 10
d7 34 7fffffff 10
d8 34 fffffffc 00
d9 34 fffffffc 00
da 34 fffffffc 00
db 34 fffffffc 00
dc 34 fffffffd 00
dd 34 fffffffd 00
de 34 fffffffd 00
df 34 fffffffd 00
e0 34 ffffffff 00
e1 34 ffffffff 00
e2 34 ffffffff 00
e3 34 ffffffff 00
e4 34 00000000 01
e5 34 00000000 01
e6 34 00000000 01
e7 34 00000000 01
e8 34 00000001 00
e9 34 00000001 00
ea 34 00000001 00
eb 34 00000001 00
ec 34 7ffffffe 00
ed 34 7ffffffe 00
ee 34 7ffffffe 00
ef 34 7ffffffe 00
f0 34 7fffffff 10
f1 34 7fffffff 10
f2 34 7fffffff 10
f3 34 7fffffff 10
f4 34 80000000 00
f5 34 80000000 00
f6 34 80000000 00
f7 34 80000000 00
f8 34 fffffffd 00
f9 34 fffffffd 00
fa 34 fffffffd 00
fb 34 fffffffd 00
fc 34 fffffffe 00
fd 34 fffffffe 00
fe 34 fffffffe 00
ff 34 fffffffe 00
SUBS  ---Q---- CZ
00 35 00000000 01
01 35 00000000 01
02 35 00000000 01
03 35 00000000 01
04 35 00000001 00
05 35 00000001 00
06 35 00000001 00
07 35 00000001 00
08 35 00000002 00
09 35 00000002 00
0a 35 00000002 00
0b 35 00000002 00
0c 35 7fffffff 00
0d 35 7fffffff 00
0e 35 7fffffff 00
0f 35 7fffffff 00
10 35 80000000 00
11 35 80000000 00
12 35 80000000 00
13 35 80000000 00
14 35 80000001 00
15 35 80000001 00
16 35 80000001 00
17 35 80000001 00
18 35 fffffffe 00
19 35 fffffffe 00
1a 35 fffffffe 00
1b 35 fffffffe 00
1c 35 ffffffff 00
1d 35 ffffffff 00
1e 35 ffffffff 00
1f 35 ffffffff 00
20 35 ffffffff 00
21 35 ffffffff 00
22 35 ffffffff 00
23 35 ffffffff 00
24 35 00000000 01
25 35 00000000 01
26 35 00000000 01
27 35 00000000 01
28 35 00000001 00
29 35 00000001 00
2a 35 00000001 00
2b 35 00000001 00
2c 35 7ffffffe 00
2d 35 7ffffffe 00
2e 35 7ffffffe 00
2f 35 7ffffffe 00
30 35 7fffffff 10
31 35 7fffffff 10
32 35 7fffffff 10
33 35 7fffffff 10
34 35 80000000 00
35 35 80000000 00
36 35 80000000 00
37 35 80000000 00
38 35 fffffffd 00
39 35 fffffffd 00
3a 35 fffffffd 00
3b 35 fffffffd 00
3c 35 fffffffe 00
3d 35 fffffffe 00
3e 35 fffffffe 00
3f 35 fffffffe 00
40 35 fffffffe 00
41 35 fffffffe 00
42 35 fffffffe 00
43 35 fffffffe 00
44 35 ffffffff 00
45 35 ffffffff 00
46 35 ffffffff 00
47 35 ffffffff 00
48 35 00000000 01
49 35 00000000 01
4a 35 00000000 01
4b 35 00000000 01
4c 35 7ffffffd 00
4d 35 7ffffffd 00
4e 35 7ffffffd 00
4f 35 7ffffffd 00
50 35 7ffffffe 10
51 35 7ffffffe 10
52 35 7ffffffe 10
53 35 7ffffffe 10
54 35 7fffffff 10
55 35 7fffffff 10
56 35 7fffffff 10
57 35 7fffffff 10
58 35 fffffffc 00
59 35 fffffffc 00
5a 35 fffffffc 00
5b 35 fffffffc 00
5c 35 fffffffd 00
5d 35 fffffffd 00
5e 35 fffffffd 00
5f 35 fffffffd 00
60 35 80000001 00
61 35 80000001 00
62 35 80000001 00
63 35 80000001 00
64 35 80000002 00
65 35 80000002 00
66 35 80000002 00
67 35 80000002 00
68 35 80000003 00
69 35 80000003 00
6a 35 80000003 00
6b 35 80000003 00
6c 35 00000000 01
6d 35 00000000 01
6e 35 00000000 01
6f 35 00000000 01
70 35 00000001 10
71 35 00000001 10
72 35 00000001 10
73 35 00000001 10
74 35 00000002 10
75 35 00000002 10
76 35 00000002 10
77 35 00000002 10
78 35 7fffffff 10
79 35 7fffffff 10
7a 35 7fffffff 10
7b 35 7fffffff 10
7c 35 80000000 00
7d 35 80000000 00
7e 35 80000000 00
7f 35 80000000 00
80 35 80000000 10
81 35 80000000 10
82 35 80000000 10
83 35 80000000 10
84 35 80000001 10
85 35 80000001 10
86 35 80000001 10
87 35 80000001 10
88 35 80000002 10
89 35 80000002 10
8a 35 80000002 10
8b 35 80000002 10
8c 35 ffffffff 10
8d 35 ffffffff 10
8e 35 ffffffff 10
8f 35 ffffffff 10
90 35 00000000 01
91 35 00000000 01
92 35 00000000 01
93 35 00000000 01
94 35 00000001 00
95 35 00000001 00
